,record,original,predict,top5,inTop5,correct,mmr
0,0,0.0,"[[2.80979474e-02 3.00000000e+00]
 [3.01799774e-02 5.00000000e+00]
 [3.04216146e-02 7.00000000e+00]
 [3.11474701e-02 8.00000000e+00]
 [3.12982450e-02 9.00000000e+00]
 [3.17064771e-02 1.00000000e+01]
 [3.20646018e-02 1.10000000e+01]
 [3.23674977e-02 1.30000000e+01]
 [3.25997472e-02 1.50000000e+01]
 [3.30790366e-02 1.60000000e+01]
 [3.31017822e-02 1.70000000e+01]
 [3.33565709e-02 1.80000000e+01]
 [3.34188342e-02 1.90000000e+01]
 [3.36755481e-02 2.00000000e+01]
 [3.40115696e-02 2.10000000e+01]
 [3.55388712e-02 2.30000000e+01]
 [3.58087122e-02 2.40000000e+01]
 [3.85428393e-02 2.60000000e+01]
 [3.86203602e-02 2.70000000e+01]
 [4.11786437e-02 3.30000000e+01]
 [1.50355041e-01 3.40000000e+01]]",[3. 5. 7. 8. 9.],0,1,0.0
1,1,0.0,"[[ 0.02418941  9.        ]
 [ 0.02831723 16.        ]
 [ 0.03123674 17.        ]
 [ 0.03178805 20.        ]
 [ 0.03301883 23.        ]
 [ 0.10864854 24.        ]]",[ 9. 16. 17. 20. 23.],0,1,0.0
2,2,0.0,"[[ 0.02558637  3.        ]
 [ 0.02660865  8.        ]
 [ 0.02816832 10.        ]
 [ 0.02940458 11.        ]
 [ 0.03069546 13.        ]
 [ 0.03072977 16.        ]
 [ 0.03458738 18.        ]
 [ 0.04507017 21.        ]
 [ 0.08608587 23.        ]]",[ 3.  8. 10. 11. 13.],0,0,0.0
3,3,0.0,"[[2.85425782e-02 7.00000000e+00]
 [3.06115103e-02 9.00000000e+00]
 [3.12955976e-02 1.00000000e+01]
 [3.22339625e-02 1.10000000e+01]
 [3.30590606e-02 1.70000000e+01]
 [3.32170725e-02 1.90000000e+01]
 [3.33222747e-02 2.00000000e+01]
 [3.43587995e-02 2.10000000e+01]
 [5.89192510e-02 2.30000000e+01]
 [1.07657077e-01 2.40000000e+01]
 [1.39168739e-01 3.40000000e+01]]",[ 7.  9. 10. 11. 17.],0,0,0.0
4,4,10.0,"[[2.52885520e-02 5.00000000e+00]
 [2.84714401e-02 9.00000000e+00]
 [2.91353464e-02 1.00000000e+01]
 [3.09063594e-02 1.20000000e+01]
 [3.18018794e-02 1.60000000e+01]
 [3.22628021e-02 1.80000000e+01]
 [3.73815298e-02 2.30000000e+01]
 [5.15503585e-02 2.40000000e+01]
 [1.09621584e-01 3.00000000e+01]
 [1.52719653e-01 3.40000000e+01]]",[ 5.  9. 10. 12. 16.],1,1,0.3333333333333333
5,5,0.0,"[[2.27237940e-02 5.00000000e+00]
 [2.36198306e-02 7.00000000e+00]
 [2.43635178e-02 9.00000000e+00]
 [2.58595347e-02 1.10000000e+01]
 [2.66736394e-02 1.30000000e+01]
 [2.66906619e-02 1.50000000e+01]
 [2.80278921e-02 1.60000000e+01]
 [2.82510519e-02 1.70000000e+01]
 [2.99665332e-02 1.80000000e+01]
 [3.63616190e-02 1.90000000e+01]
 [4.89001907e-02 2.30000000e+01]
 [6.85363412e-02 2.40000000e+01]
 [9.05955325e-02 3.40000000e+01]]",[ 5.  7.  9. 11. 13.],0,0,0.0
6,8,0.0,"[[2.33643055e-02 0.00000000e+00]
 [2.34228000e-02 3.00000000e+00]
 [2.43911064e-02 5.00000000e+00]
 [2.61535219e-02 7.00000000e+00]
 [2.78370380e-02 8.00000000e+00]
 [2.86748111e-02 9.00000000e+00]
 [2.89080938e-02 1.00000000e+01]
 [3.01594138e-02 1.10000000e+01]
 [3.06053772e-02 1.30000000e+01]
 [3.14216978e-02 1.50000000e+01]
 [3.14220364e-02 1.60000000e+01]
 [3.16010614e-02 1.70000000e+01]
 [3.16735506e-02 1.80000000e+01]
 [3.24371198e-02 1.90000000e+01]
 [3.34779620e-02 2.00000000e+01]
 [3.38710348e-02 2.10000000e+01]
 [3.42639157e-02 2.30000000e+01]
 [3.73559141e-02 2.40000000e+01]
 [4.02353672e-02 2.60000000e+01]
 [4.73626308e-02 2.70000000e+01]
 [1.36017986e-01 3.40000000e+01]]",[0. 3. 5. 7. 8.],1,1,1.0
7,9,10.0,"[[2.34389305e-02 1.10000000e+01]
 [2.64743567e-02 1.80000000e+01]
 [2.85795927e-02 1.90000000e+01]
 [3.38920355e-02 2.00000000e+01]
 [3.53921056e-02 2.10000000e+01]
 [3.83181175e-02 2.30000000e+01]
 [5.16488552e-02 2.40000000e+01]
 [6.59194589e-02 3.40000000e+01]]",[11. 18. 19. 20. 21.],0,0,0.0
8,11,10.0,"[[2.42233276e-02 7.00000000e+00]
 [2.63476968e-02 8.00000000e+00]
 [2.85321474e-02 9.00000000e+00]
 [2.93577909e-02 1.00000000e+01]
 [3.07523608e-02 1.10000000e+01]
 [3.08821201e-02 1.20000000e+01]
 [3.17641735e-02 1.30000000e+01]
 [3.17920446e-02 1.60000000e+01]
 [3.19343805e-02 1.70000000e+01]
 [3.22594047e-02 1.80000000e+01]
 [3.24000035e-02 1.90000000e+01]
 [3.88416529e-02 2.00000000e+01]
 [4.03955579e-02 2.10000000e+01]
 [5.41450083e-02 2.30000000e+01]
 [6.44390812e-02 2.40000000e+01]
 [1.77700102e-01 2.80000000e+01]]",[ 7.  8.  9. 10. 11.],1,1,0.25
9,12,0.0,"[[2.54547000e-02 9.00000000e+00]
 [2.85700724e-02 1.00000000e+01]
 [3.04278930e-02 1.10000000e+01]
 [3.15277171e-02 1.60000000e+01]
 [3.44590942e-02 1.70000000e+01]
 [3.63015219e-02 1.80000000e+01]
 [3.64673734e-02 1.90000000e+01]
 [3.65137458e-02 2.00000000e+01]
 [4.34045469e-02 2.10000000e+01]
 [4.39916849e-02 2.30000000e+01]
 [5.02778590e-02 2.40000000e+01]
 [5.80143723e-02 2.60000000e+01]
 [7.27633115e-02 3.30000000e+01]
 [8.97003130e-02 3.40000000e+01]]",[ 9. 10. 11. 16. 17.],0,0,0.0
10,13,0.0,"[[2.53420577e-02 5.00000000e+00]
 [2.53857896e-02 7.00000000e+00]
 [2.61970460e-02 8.00000000e+00]
 [2.83345154e-02 9.00000000e+00]
 [2.99063911e-02 1.00000000e+01]
 [3.11669091e-02 1.10000000e+01]
 [3.15938371e-02 1.30000000e+01]
 [3.26346987e-02 1.60000000e+01]
 [3.31538529e-02 1.70000000e+01]
 [3.34711178e-02 1.80000000e+01]
 [3.38769555e-02 1.90000000e+01]
 [3.41953100e-02 2.00000000e+01]
 [3.44566840e-02 2.10000000e+01]
 [3.48057151e-02 2.30000000e+01]
 [5.02138138e-02 2.40000000e+01]
 [1.15565348e-01 2.70000000e+01]
 [2.52270222e-01 3.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
11,15,0.0,"[[ 0.03005411  1.        ]
 [ 0.03133435  3.        ]
 [ 0.03147566  5.        ]
 [ 0.03206164  7.        ]
 [ 0.03363156  9.        ]
 [ 0.03573945 10.        ]
 [ 0.03629833 13.        ]
 [ 0.03725314 16.        ]
 [ 0.03836876 17.        ]
 [ 0.04079425 18.        ]
 [ 0.04257453 19.        ]
 [ 0.04283211 20.        ]
 [ 0.04849415 21.        ]
 [ 0.05064245 23.        ]
 [ 0.06165339 24.        ]]",[1. 3. 5. 7. 9.],0,1,0.0
12,16,10.0,"[[2.53164172e-02 5.00000000e+00]
 [2.63076027e-02 7.00000000e+00]
 [3.11958492e-02 9.00000000e+00]
 [3.20385993e-02 2.30000000e+01]
 [6.87554677e-02 2.40000000e+01]
 [8.53784382e-02 3.30000000e+01]
 [1.24264240e-01 3.40000000e+01]]",[ 5.  7.  9. 23. 24.],0,0,0.0
