,record,original,predict,top5,inTop5,correct,mmr
0,0,0.0,"[[4.36296264e-03 3.00000000e+00]
 [4.38374111e-03 5.00000000e+00]
 [4.38799957e-03 7.00000000e+00]
 [4.50087143e-03 8.00000000e+00]
 [4.83225584e-03 9.00000000e+00]
 [5.09294397e-03 1.00000000e+01]
 [5.12657095e-03 1.10000000e+01]
 [5.26548756e-03 1.20000000e+01]
 [5.30896868e-03 1.30000000e+01]
 [5.73267539e-03 1.60000000e+01]
 [5.99175692e-03 1.70000000e+01]
 [6.40551249e-03 1.80000000e+01]
 [7.03239441e-03 1.90000000e+01]
 [7.62995481e-03 2.00000000e+01]
 [8.63227248e-03 2.10000000e+01]
 [8.65263700e-03 2.30000000e+01]
 [1.26011074e-02 2.40000000e+01]]",[3. 5. 7. 8. 9.],0,1,0.0
1,1,0.0,"[[4.15706635e-03 5.00000000e+00]
 [4.95052338e-03 7.00000000e+00]
 [5.09548187e-03 9.00000000e+00]
 [5.85621595e-03 1.00000000e+01]
 [6.79510832e-03 1.10000000e+01]
 [7.82817602e-03 1.80000000e+01]
 [8.72594118e-03 2.00000000e+01]
 [2.15971470e-02 2.10000000e+01]
 [2.47787237e-02 2.30000000e+01]]",[ 5.  7.  9. 10. 11.],0,0,0.0
2,2,0.0,"[[4.67908382e-03 9.00000000e+00]
 [6.37246881e-03 1.00000000e+01]
 [7.08958507e-03 1.80000000e+01]
 [1.42766635e-02 2.30000000e+01]]",[ 9. 10. 18. 23.],0,0,0.0
3,3,0.0,"[[4.21953201e-03 7.00000000e+00]
 [4.26208973e-03 9.00000000e+00]
 [4.91813367e-03 1.00000000e+01]
 [5.13225794e-03 1.10000000e+01]
 [5.65745433e-03 1.20000000e+01]
 [5.89529011e-03 1.60000000e+01]
 [6.42254204e-03 1.90000000e+01]
 [6.76119328e-03 2.00000000e+01]
 [6.88041144e-03 2.10000000e+01]
 [7.26801157e-03 2.30000000e+01]
 [1.94839835e-02 2.40000000e+01]
 [3.17330236e-02 3.40000000e+01]]",[ 7.  9. 10. 11. 12.],0,0,0.0
4,4,10.0,"[[4.35858965e-03 3.00000000e+00]
 [4.48065996e-03 7.00000000e+00]
 [4.95094061e-03 9.00000000e+00]
 [6.15787506e-03 1.00000000e+01]
 [6.63760304e-03 1.10000000e+01]
 [7.65803456e-03 1.80000000e+01]
 [7.75408745e-03 1.90000000e+01]
 [8.94325972e-03 2.00000000e+01]
 [1.37070815e-02 2.30000000e+01]
 [4.29745913e-02 2.40000000e+01]]",[ 3.  7.  9. 10. 11.],1,1,0.25
5,5,0.0,"[[3.17841768e-03 0.00000000e+00]
 [3.86065245e-03 5.00000000e+00]
 [4.25845385e-03 7.00000000e+00]
 [4.75247548e-03 9.00000000e+00]
 [4.99242544e-03 1.00000000e+01]
 [5.11612892e-03 1.10000000e+01]
 [5.33846617e-03 1.30000000e+01]
 [5.38154443e-03 1.50000000e+01]
 [5.59985638e-03 1.60000000e+01]
 [5.98351161e-03 1.80000000e+01]
 [8.27357918e-03 1.90000000e+01]
 [1.04886889e-02 2.00000000e+01]
 [1.11263990e-02 2.10000000e+01]
 [1.33106411e-02 2.30000000e+01]
 [2.52838731e-02 2.40000000e+01]]",[ 0.  5.  7.  9. 10.],1,1,1.0
6,8,0.0,"[[2.62665749e-03 5.00000000e+00]
 [3.52030661e-03 7.00000000e+00]
 [3.96739261e-03 8.00000000e+00]
 [4.08993236e-03 9.00000000e+00]
 [4.40830737e-03 1.00000000e+01]
 [4.77829576e-03 1.10000000e+01]
 [4.79769960e-03 1.20000000e+01]
 [4.82226163e-03 1.30000000e+01]
 [4.97555733e-03 1.50000000e+01]
 [4.99881506e-03 1.60000000e+01]
 [5.20248482e-03 1.70000000e+01]
 [5.93366474e-03 1.80000000e+01]
 [6.02261272e-03 1.90000000e+01]
 [6.23243196e-03 2.00000000e+01]
 [6.50222245e-03 2.10000000e+01]
 [7.60372480e-03 2.30000000e+01]
 [8.12146339e-03 2.40000000e+01]
 [2.13994291e-02 3.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
7,9,10.0,"[[3.62384319e-03 7.00000000e+00]
 [3.64482403e-03 9.00000000e+00]
 [4.40061092e-03 1.00000000e+01]
 [4.60714102e-03 1.20000000e+01]
 [4.88972664e-03 1.80000000e+01]
 [5.85645437e-03 1.90000000e+01]
 [6.35474920e-03 2.00000000e+01]
 [1.24837756e-02 2.10000000e+01]
 [2.19861269e-02 2.30000000e+01]]",[ 7.  9. 10. 12. 18.],1,1,0.3333333333333333
8,11,10.0,"[[3.46231461e-03 3.00000000e+00]
 [3.68833542e-03 5.00000000e+00]
 [3.83979082e-03 7.00000000e+00]
 [3.96814942e-03 8.00000000e+00]
 [4.62754567e-03 9.00000000e+00]
 [5.07724285e-03 1.00000000e+01]
 [5.10877371e-03 1.10000000e+01]
 [5.35613298e-03 1.20000000e+01]
 [6.02672249e-03 1.30000000e+01]
 [6.06518239e-03 1.60000000e+01]
 [6.22409582e-03 1.80000000e+01]
 [6.92653656e-03 1.90000000e+01]
 [7.33411312e-03 2.10000000e+01]
 [8.49476457e-03 2.30000000e+01]
 [2.14600563e-02 2.40000000e+01]]",[3. 5. 7. 8. 9.],0,0,0.0
9,12,0.0,"[[4.63768201e-03 3.00000000e+00]
 [5.40395620e-03 5.00000000e+00]
 [5.50204515e-03 7.00000000e+00]
 [6.16475940e-03 9.00000000e+00]
 [6.43814568e-03 1.00000000e+01]
 [6.80277536e-03 1.10000000e+01]
 [8.46177275e-03 1.30000000e+01]
 [9.56374407e-03 1.60000000e+01]
 [1.02002651e-02 1.70000000e+01]
 [1.06726352e-02 1.80000000e+01]
 [1.19485458e-02 1.90000000e+01]
 [1.23694837e-02 2.00000000e+01]
 [1.26033958e-02 2.30000000e+01]
 [1.28929658e-02 2.40000000e+01]
 [2.26506806e-02 2.80000000e+01]]",[ 3.  5.  7.  9. 10.],0,0,0.0
10,13,0.0,"[[4.68236666e-03 5.00000000e+00]
 [5.28859666e-03 7.00000000e+00]
 [5.54354323e-03 8.00000000e+00]
 [5.88526108e-03 9.00000000e+00]
 [6.04340434e-03 1.00000000e+01]
 [6.12050295e-03 1.10000000e+01]
 [6.14359287e-03 1.30000000e+01]
 [6.43235445e-03 1.50000000e+01]
 [6.71973162e-03 1.60000000e+01]
 [6.72312578e-03 1.70000000e+01]
 [6.82941675e-03 1.80000000e+01]
 [6.94416147e-03 1.90000000e+01]
 [7.22634792e-03 2.00000000e+01]
 [8.06422815e-03 2.10000000e+01]
 [9.95651921e-03 2.30000000e+01]
 [1.17031972e-02 2.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
11,15,0.0,"[[3.31833533e-03 5.00000000e+00]
 [3.43945126e-03 8.00000000e+00]
 [4.41593329e-03 9.00000000e+00]
 [4.94543711e-03 1.00000000e+01]
 [4.95843024e-03 1.10000000e+01]
 [5.16837835e-03 1.30000000e+01]
 [5.48996925e-03 1.70000000e+01]
 [5.89969754e-03 1.80000000e+01]
 [7.04427063e-03 1.90000000e+01]
 [7.17881322e-03 2.10000000e+01]
 [8.40356573e-03 2.30000000e+01]
 [1.03005086e-02 2.40000000e+01]]",[ 5.  8.  9. 10. 11.],0,0,0.0
12,16,10.0,"[[3.63291800e-03 9.00000000e+00]
 [3.72642279e-03 1.10000000e+01]
 [4.27705050e-03 1.70000000e+01]
 [5.14048338e-03 1.90000000e+01]
 [5.18220663e-03 2.10000000e+01]
 [5.52582741e-03 2.30000000e+01]
 [6.21259212e-03 2.40000000e+01]
 [2.79723555e-02 2.80000000e+01]]",[ 9. 11. 17. 19. 21.],0,0,0.0
13,17,0.0,"[[4.24492359e-03 5.00000000e+00]
 [4.59182262e-03 9.00000000e+00]
 [5.11090755e-03 1.10000000e+01]
 [6.24019901e-03 1.70000000e+01]
 [1.11508369e-02 1.80000000e+01]
 [1.43046379e-02 1.90000000e+01]
 [1.49733226e-02 2.30000000e+01]
 [1.96023338e-02 2.40000000e+01]]",[ 5.  9. 11. 17. 18.],0,0,0.0
14,18,0.0,"[[3.87635827e-03 3.00000000e+00]
 [4.34517860e-03 5.00000000e+00]
 [4.78989312e-03 7.00000000e+00]
 [4.92119789e-03 8.00000000e+00]
 [4.92791533e-03 9.00000000e+00]
 [4.98181581e-03 1.00000000e+01]
 [4.99169032e-03 1.10000000e+01]
 [5.63547760e-03 1.20000000e+01]
 [6.04939461e-03 1.50000000e+01]
 [6.17011786e-03 1.70000000e+01]
 [6.19268417e-03 1.80000000e+01]
 [7.52735138e-03 1.90000000e+01]
 [8.25768709e-03 2.10000000e+01]
 [8.32289457e-03 2.30000000e+01]
 [1.58526500e-02 2.40000000e+01]
 [1.64862672e-02 3.40000000e+01]]",[3. 5. 7. 8. 9.],0,1,0.0
15,19,10.0,"[[4.37206030e-03 5.00000000e+00]
 [4.40853834e-03 8.00000000e+00]
 [4.88305092e-03 9.00000000e+00]
 [5.42604923e-03 1.00000000e+01]
 [6.25070930e-03 1.10000000e+01]
 [6.26266003e-03 1.30000000e+01]
 [6.92415237e-03 1.80000000e+01]
 [9.45733786e-03 1.90000000e+01]
 [9.49335098e-03 2.10000000e+01]
 [1.54468119e-02 2.30000000e+01]]",[ 5.  8.  9. 10. 11.],1,1,0.25
16,20,0.0,"[[4.37470675e-03 7.00000000e+00]
 [4.47392464e-03 8.00000000e+00]
 [4.94009256e-03 9.00000000e+00]
 [5.01483679e-03 1.00000000e+01]
 [5.20613790e-03 1.10000000e+01]
 [5.34695387e-03 1.20000000e+01]
 [5.58814406e-03 1.30000000e+01]
 [6.23542865e-03 1.60000000e+01]
 [6.28183169e-03 1.80000000e+01]
 [6.62181990e-03 1.90000000e+01]
 [6.97920554e-03 2.10000000e+01]
 [1.11446381e-02 2.30000000e+01]
 [2.30700323e-02 2.40000000e+01]]",[ 7.  8.  9. 10. 11.],0,0,0.0
17,21,10.0,"[[5.13488054e-03 8.00000000e+00]
 [5.32117486e-03 9.00000000e+00]
 [5.48562407e-03 1.00000000e+01]
 [5.70577383e-03 1.10000000e+01]
 [5.74380159e-03 1.50000000e+01]
 [5.75260073e-03 1.80000000e+01]
 [6.08909130e-03 1.90000000e+01]
 [6.30837679e-03 2.00000000e+01]
 [1.46782100e-02 2.10000000e+01]
 [1.88419223e-02 2.30000000e+01]
 [2.45764093e-02 2.40000000e+01]]",[ 8.  9. 10. 11. 15.],1,1,0.3333333333333333
18,22,10.0,"[[4.78151441e-03 1.10000000e+01]
 [5.67698479e-03 1.30000000e+01]
 [5.74052334e-03 2.30000000e+01]]",[11. 13. 23.],0,0,0.0
19,23,0.0,"[[3.58932018e-03 5.00000000e+00]
 [3.84610891e-03 8.00000000e+00]
 [4.14830446e-03 9.00000000e+00]
 [4.76625562e-03 1.00000000e+01]
 [6.23506308e-03 1.30000000e+01]
 [6.67572767e-03 1.70000000e+01]
 [6.71823025e-03 1.80000000e+01]
 [9.09188390e-03 1.90000000e+01]
 [1.51571433e-02 2.30000000e+01]]",[ 5.  8.  9. 10. 13.],0,0,0.0
20,24,10.0,"[[4.15027142e-03 9.00000000e+00]
 [4.55915928e-03 1.00000000e+01]
 [5.51640987e-03 2.10000000e+01]
 [1.07921362e-02 2.30000000e+01]]",[ 9. 10. 21. 23.],1,1,0.5
21,25,10.0,"[[4.72968817e-03 7.00000000e+00]
 [4.95849053e-03 8.00000000e+00]
 [5.41371107e-03 9.00000000e+00]
 [6.26592338e-03 1.10000000e+01]
 [6.30301237e-03 1.30000000e+01]
 [6.30712509e-03 2.00000000e+01]
 [1.02094412e-02 2.30000000e+01]
 [1.23868585e-02 2.40000000e+01]]",[ 7.  8.  9. 11. 13.],0,0,0.0
22,26,10.0,"[[4.75710630e-03 7.00000000e+00]
 [5.43284416e-03 1.80000000e+01]
 [5.57518005e-03 2.30000000e+01]
 [9.57838694e-03 2.40000000e+01]]",[ 7. 18. 23. 24.],0,0,0.0
23,27,0.0,"[[4.28712368e-03 7.00000000e+00]
 [4.55468893e-03 9.00000000e+00]
 [4.55877185e-03 1.00000000e+01]
 [5.05486131e-03 1.10000000e+01]
 [5.53755628e-03 1.80000000e+01]
 [6.76407417e-03 1.90000000e+01]
 [8.08056196e-03 2.00000000e+01]
 [8.48811865e-03 2.10000000e+01]
 [8.91104341e-03 2.30000000e+01]
 [1.83970829e-02 2.40000000e+01]]",[ 7.  9. 10. 11. 18.],0,0,0.0
24,28,0.0,"[[3.95210584e-03 7.00000000e+00]
 [4.47553396e-03 8.00000000e+00]
 [4.50694561e-03 9.00000000e+00]
 [4.77198037e-03 1.00000000e+01]
 [4.83617045e-03 1.10000000e+01]
 [4.92191315e-03 1.20000000e+01]
 [5.62220812e-03 1.30000000e+01]
 [5.83508611e-03 1.50000000e+01]
 [6.02856278e-03 1.80000000e+01]
 [6.76363707e-03 1.90000000e+01]
 [7.36371428e-03 2.00000000e+01]
 [7.80710950e-03 2.10000000e+01]
 [9.11575556e-03 2.30000000e+01]
 [1.01598501e-02 2.40000000e+01]
 [1.78986723e-02 2.80000000e+01]
 [1.98558569e-02 3.40000000e+01]]",[ 7.  8.  9. 10. 11.],0,0,0.0
25,29,0.0,"[[3.70788574e-03 7.00000000e+00]
 [4.02310065e-03 8.00000000e+00]
 [4.54187393e-03 9.00000000e+00]
 [5.75697422e-03 1.00000000e+01]
 [8.00251419e-03 1.80000000e+01]
 [8.70877504e-03 1.90000000e+01]
 [9.20115908e-03 2.10000000e+01]
 [1.14426017e-02 2.30000000e+01]]",[ 7.  8.  9. 10. 18.],0,0,0.0
26,30,10.0,"[[2.91252136e-03 5.00000000e+00]
 [4.03517485e-03 7.00000000e+00]
 [4.38594818e-03 8.00000000e+00]
 [4.46760654e-03 1.10000000e+01]
 [4.48524952e-03 1.60000000e+01]
 [4.51415777e-03 1.80000000e+01]
 [4.87118959e-03 1.90000000e+01]
 [5.18184900e-03 2.10000000e+01]
 [6.22785091e-03 2.30000000e+01]
 [1.26430094e-02 2.40000000e+01]]",[ 5.  7.  8. 11. 16.],0,0,0.0
27,31,10.0,"[[3.65912914e-03 5.00000000e+00]
 [4.23306227e-03 7.00000000e+00]
 [5.38879633e-03 8.00000000e+00]
 [5.44106960e-03 9.00000000e+00]
 [5.68552315e-03 1.80000000e+01]
 [7.86218047e-03 2.00000000e+01]
 [1.47846937e-02 2.30000000e+01]
 [2.57163763e-02 2.40000000e+01]]",[ 5.  7.  8.  9. 18.],0,0,0.0
28,32,0.0,"[[3.67442199e-03 8.00000000e+00]
 [3.80212920e-03 9.00000000e+00]
 [3.85373831e-03 1.00000000e+01]
 [5.16016781e-03 1.10000000e+01]
 [5.32597303e-03 1.60000000e+01]
 [6.41009212e-03 1.80000000e+01]
 [6.59179688e-03 1.90000000e+01]
 [7.50774997e-03 2.00000000e+01]
 [1.06358528e-02 2.10000000e+01]
 [1.28052433e-02 2.30000000e+01]
 [1.81039055e-02 2.40000000e+01]]",[ 8.  9. 10. 11. 16.],0,0,0.0
29,33,10.0,"[[2.18141079e-03 5.00000000e+00]
 [4.02152538e-03 8.00000000e+00]
 [4.15070852e-03 9.00000000e+00]
 [4.51785326e-03 1.00000000e+01]
 [6.71301569e-03 2.00000000e+01]
 [1.21242404e-02 2.10000000e+01]
 [1.34917498e-02 2.30000000e+01]
 [1.38348937e-02 2.40000000e+01]]",[ 5.  8.  9. 10. 20.],1,1,0.25
30,34,10.0,"[[4.57960367e-03 5.00000000e+00]
 [5.97035885e-03 8.00000000e+00]
 [6.53392076e-03 9.00000000e+00]
 [7.95465708e-03 1.20000000e+01]
 [7.98743963e-03 1.30000000e+01]
 [7.98809528e-03 1.80000000e+01]
 [9.18668509e-03 1.90000000e+01]
 [9.26697254e-03 2.00000000e+01]
 [1.00002289e-02 2.10000000e+01]
 [1.13222599e-02 2.30000000e+01]
 [1.97985002e-02 2.40000000e+01]]",[ 5.  8.  9. 12. 13.],0,0,0.0
31,35,10.0,"[[4.43476439e-03 3.00000000e+00]
 [4.66120243e-03 7.00000000e+00]
 [4.78720665e-03 8.00000000e+00]
 [5.45799732e-03 9.00000000e+00]
 [5.71920474e-03 1.00000000e+01]
 [6.60401583e-03 1.80000000e+01]
 [7.47328997e-03 2.00000000e+01]
 [9.34404135e-03 2.10000000e+01]
 [1.64425969e-02 2.30000000e+01]
 [1.71311796e-02 2.40000000e+01]]",[ 3.  7.  8.  9. 10.],1,1,0.2
32,36,0.0,"[[4.46146727e-03 5.00000000e+00]
 [4.64177132e-03 9.00000000e+00]
 [4.78472933e-03 1.00000000e+01]
 [4.88235874e-03 1.10000000e+01]
 [4.91166115e-03 1.20000000e+01]
 [5.91877103e-03 1.60000000e+01]
 [5.92952588e-03 1.70000000e+01]
 [5.96669220e-03 1.80000000e+01]
 [6.34637475e-03 1.90000000e+01]
 [7.03465939e-03 2.00000000e+01]
 [7.10991025e-03 2.10000000e+01]
 [7.53250718e-03 2.30000000e+01]]",[ 5.  9. 10. 11. 12.],0,0,0.0
33,37,0.0,"[[3.81510456e-03 5.00000000e+00]
 [3.90386581e-03 7.00000000e+00]
 [3.91757488e-03 8.00000000e+00]
 [4.10864160e-03 9.00000000e+00]
 [4.22844309e-03 1.00000000e+01]
 [4.77920941e-03 1.10000000e+01]
 [5.03253937e-03 1.20000000e+01]
 [5.05352304e-03 1.30000000e+01]
 [5.20452559e-03 1.60000000e+01]
 [5.23812059e-03 1.70000000e+01]
 [5.44660787e-03 1.80000000e+01]
 [5.57816029e-03 1.90000000e+01]
 [6.14106357e-03 2.00000000e+01]
 [6.23707338e-03 2.10000000e+01]
 [6.30837679e-03 2.30000000e+01]
 [7.57426023e-03 2.40000000e+01]
 [8.29946995e-03 2.80000000e+01]
 [2.20535299e-02 3.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
34,38,0.0,"[[4.03432115e-03 5.00000000e+00]
 [4.83806713e-03 7.00000000e+00]
 [4.94211912e-03 8.00000000e+00]
 [5.03737132e-03 9.00000000e+00]
 [5.30067831e-03 1.00000000e+01]
 [5.34024835e-03 1.30000000e+01]
 [5.51331043e-03 1.60000000e+01]
 [5.81537932e-03 1.70000000e+01]
 [5.82659245e-03 1.80000000e+01]
 [6.98808545e-03 2.10000000e+01]
 [7.51805305e-03 2.30000000e+01]
 [8.10819406e-03 2.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
