,train_loss,val_loss,train_acc,val_acc
0,2.118616896829787,2.0121725678443907,0.20185,0.2509
1,1.937222132257595,1.9202584236860276,0.279575,0.2869
2,1.843551938700828,1.8586751967668533,0.3197,0.3197
3,1.7534894092827087,1.7662215560674668,0.356925,0.346
4,1.690782047381067,1.6865483611822127,0.385175,0.3874
5,1.6434769190041123,1.688737341761589,0.405225,0.3976
6,1.6000490750476812,1.6180433839559556,0.419525,0.4088
7,1.5533844331267532,1.589320319890976,0.435675,0.4234
8,1.5311390002062366,1.5338298708200455,0.443575,0.4523
9,1.4912738891164208,1.507242101430893,0.45875,0.4551
10,1.4776977672698393,1.515119606256485,0.466175,0.4567
11,1.448236018229442,1.4929269313812257,0.479025,0.4674
12,1.4310126107209806,1.4898437470197679,0.4815,0.4591
13,1.4044599912728473,1.498340877890587,0.493675,0.4651
14,1.3924862905672402,1.3969709903001786,0.49735,0.4995
15,1.3684204983863102,1.3973464727401734,0.508225,0.4983
16,1.3546541754607182,1.3979632675647735,0.510775,0.495
17,1.3480332148302892,1.4008722364902497,0.513375,0.4935
18,1.3249878610015675,1.3672440856695176,0.523075,0.5174
19,1.296135799899982,1.3925608336925506,0.53245,0.507
20,1.2943823656458764,1.358765858411789,0.534125,0.5167
21,1.2774351022805377,1.282393530011177,0.539625,0.5424
22,1.2610409722965994,1.337258666753769,0.548525,0.5175
23,1.2549143012162227,1.3202655524015428,0.551225,0.5363
24,1.246843334975516,1.2943852931261062,0.555,0.5347
25,1.2374907147352863,1.2693063974380494,0.55585,0.5529
26,1.2382272656556148,1.2715839475393296,0.55545,0.5447
27,1.211812050479233,1.2445516556501388,0.566375,0.5605
28,1.2149172710005645,1.2396068304777146,0.5652,0.5567
29,1.195619187157625,1.2465256094932555,0.573225,0.5553
30,1.196342747682219,1.250136774778366,0.571,0.5551
31,1.1778271164104437,1.2414789170026779,0.579725,0.5617
32,1.1757601583079926,1.255241709947586,0.581025,0.5567
33,1.0599519188996334,1.1410105288028718,0.622675,0.597
34,1.0237483010170565,1.1093019798398018,0.636925,0.6066
35,1.0132636822712648,1.114432518184185,0.63925,0.6087
36,1.0117632784661215,1.1253539741039276,0.637725,0.5994
37,0.9981151762282013,1.13305484354496,0.644375,0.6032
38,0.9970339878349547,1.1054814785718918,0.645525,0.6076
39,0.9862841762554874,1.0872688576579095,0.647375,0.6146
40,0.9828049103925183,1.1154696255922318,0.647025,0.6054
41,0.9794606456331386,1.1010569855570793,0.651075,0.6126
42,0.9742624949497781,1.117112895846367,0.6529,0.6087
43,0.9743879999324774,1.0999427303671836,0.6551,0.6133
44,0.9543736899734303,1.0929676353931428,0.661125,0.6168
45,0.9520434839710309,1.0865766242146493,0.6605,0.6157
46,0.9498983162223913,1.0814103364944458,0.660075,0.616
47,0.9473175862032897,1.0877122923731803,0.663275,0.6163
48,0.9427123373481119,1.0946376830339433,0.665325,0.6156
49,0.9526978742544818,1.0894235953688622,0.66045,0.6196
50,0.9468468385896865,1.0940884158015252,0.66295,0.6205
